Date,Time,Timezone,Store,Version,lastActiveUser,Retailer,Retailer StoreID,Country,lastUserSessionId,lastAppSessionId,Area,Sub Area,What was the problem?
2025-09-20,21:10:54,UTC,335,1.69.0 ,69efe0d0708956bdbcc03ba03a67efcd,roots,roots_335,Canada,HFVP4SgdilCRRLTgz1Pjk,xIHVPfzzOyppB9hFSW3mb,Login,Enter PIN,Can not log in
2025-09-20,22:52:48,UTC,NW23,1.69.0 ,dc594e81836d51c8a0edea5f8891cf82,marine-layer,marine-layer_NW23,United States,bYiGf8fdZ2XnJ3HZGuJHZ,y7TvfmT3KXHoCOpMGABtx,Login,Enter Email & Password,NewStore was idle. Must terminate app to run smoothly
2025-09-20,2:37:17,UTC,769,1.69.0 ,29c635e563c1582697400492957a44e6,lego,lego_769,United States,zaVHuXhDNpJ84GW4X9AHd,HdVjz8iF5NLCjojhJW9gG,Login,Enter Email & Password,Won’t load
2025-09-20,3:58:01,UTC,769,1.69.0 ,1766af365d8b5fac80005f21fc6bb703,lego,lego_769,United States,mVryU9nhC39u1rMBHI_cp,pl633tcjC0soK2jAtmCbQ,Login,Enter Email & Password,Froze
2025-09-20,0:22:13,UTC,23,1.67.0 ,5eea109983a15e0ea4a7592c5d243afe,lornajaneoms,lornajaneoms_23,Australia,7QDbzHX-aY49eJkFAtoIa,B9mwjkSc8rgQAg6b0rPOz,Selling,Scan Product,It was just frozen and said it can’t process the sale
2025-09-20,1:41:10,UTC,US-511,1.68.0 ,d7390a23248d590b9d098651c7336277,allsaints,allsaints_US-511,United States,Vr3gfREbiIlxZOuyOJkyQ,v1O2P2yGfILgsAcq2JXnf,Selling,Capture Payment,Slow
2025-09-20,4:07:46,UTC,56,1.67.0 ,69146755ea5d5c0aa7cb64ea4607fa73,lornajaneoms,lornajaneoms_56,Australia,31wypKbKFeTK2ouM_F75t,tgdh_BDjGh3DV7Jary4sy,Selling,Scan Product,Would not load when item was scanned
2025-09-20,11:53:36,UTC,5506,1.69.0 ,a003f72c3d10553c957197ee13e6baa9,clarks,clarks_5506,United Kingdom,myZKmA1Zn7Ksse469Y8QL,uEgBBrfzSBKO84xmW_F2j,Selling,Search/Browse Catalog,Glitching when going onto inventory lookup 
2025-09-20,14:37:40,UTC,1897,1.69.0 ,3514a902f6d05cc2835d230fbb23278c,clarks,clarks_1897,United Kingdom,-ieZWJ86gexldzeB45Mtg,iAcnwu7G-AMAitrxPHJ57,Selling,Search/Browse Catalog,App keeps crashing
2025-09-20,15:59:28,UTC,2524,1.69.0 ,572eef7768235988a69012b141533ad5,clarks,clarks_2524,United Kingdom,pGXIIjc76SBN2E1u6EEQR,UjGu8tgRj_QQuelvNIehI,Selling,Search/Browse Catalog,Very slow
2025-09-20,19:42:36,UTC,A873,1.69.0 ,faf424454697560ab56c5c6187b7992d,clarks,clarks_A873,United States,0hB9aMV4SBdESrZhwWUvd,1DFD7WK5W8jxVW0SFa5nX,Selling,Search/Browse Catalog,Freezes when looking up a shoe to see if it's available to order!!!!
2025-09-20,22:40:41,UTC,4838-TOWNCENTER,1.68.1 ,0439e621df075c16863f8292aa4ae593,vince,vince_4838-TOWNCENTER,United States,gnlfvDQDGk6tLgLLqWQx1,PxznVfVAA3vm8iISQ_C1z,Selling,Capture Payment,"When you try to change credit card machines, it freezes"
2025-09-20,12:43:19,UTC,819,1.69.0 ,c10a0746dd635a07825c5fc140a40cb2,lego,lego_819,Belgium,7Yvog_6ja6GLsXGliMOZT,sFBJESfH2Sb3wTYyXQpef,Selling,Process Sale,Error
2025-09-20,14:03:06,UTC,868,1.69.0 ,b6b7746caeb45e38a6196c4abe106301,lego,lego_868,United States,7ClJZaOACcVadXvWDNr-u,GNQwBa5U0HFZbwDY5EWwQ,Selling,Scan Product,Stalled while scanning
2025-09-20,14:11:06,UTC,868,1.69.0 ,b6b7746caeb45e38a6196c4abe106301,lego,lego_868,United States,1mQRDs3sUWt8g2SiOtk0f,RVJiS4ZubxCZAQelT89gO,Selling,Scan Product,Stalled while scanning
2025-09-20,14:13:34,UTC,868,1.69.0 ,b6b7746caeb45e38a6196c4abe106301,lego,lego_868,United States,RcPNRWLUY_QWkMAPG8IwH,grlPnJZCDhfHyeyf2Rr6Q,Selling,Scan Product,Stalled while scanning
2025-09-20,15:15:01,UTC,728,1.69.0 ,8a3e9c16b2bf52168777d884ebd75b65,lego,lego_728,United States,cJF8MBlraddcLPh4_WcNx,bAjzSuaxdl7rf3bqrFTzb,Selling,Scan Product,Scanned product but didn’t go through 
2025-09-20,15:18:24,UTC,710,1.69.0 ,b90919c633f756e793174bf9106c6437,lego,lego_710,United States,IUnKS7yIMNKZ_LpPUyUjp,FpQYKXcEs0BNvZkpQMznN,Selling,Capture Payment,Sales are going thru but not showing on terminal
2025-09-20,17:54:38,UTC,714,1.69.0 ,36ff9c9dfaa05693be30ab39ccdbaf44,lego,lego_714,United States,zaHqtGUO_QL06OGDOsKyz,ebC4NcFtIej49_szkG4C5,Selling,Capture Payment,"Transaction completed, came out of their account. Didn’t complete on our end "
2025-09-19,0:49:37,UTC,245,1.69.0 ,cd9241270d855faa963ca73261402372,roots,roots_245,Canada,TKkuiL5WkHPuUdCcwB_eF,hnxuXD_AspmkRz4GTKxAU,Fulfillment,Picking items,Won’t load :(
2025-09-19,0:42:22,UTC,418,1.67.0 ,fced6270db505898a2a26e74f17eb889,lornajaneoms,lornajaneoms_418,Australia,2gmrLPls0eK_MxDGrEqgQ,70LkHlV9dLaGoZEZFdbQM,Inventory,Cycle Counts,Not allowing me to close the cycle counts
2025-09-19,21:15:03,UTC,A121,1.69.0 ,abe4013dc4f65acdb578ee07f741439f,clarks,clarks_A121,United States,wn1jAjOdnc2MbJJCDzOhs,tHtl8qJnt9xEWynwA6lna,Inventory,Scanning,Wont access camera to scan or input carton
2025-09-19,4:44:06,UTC,59,1.67.0 ,012516f492a6598b83cb1a8c1274b0eb,lornajaneoms,lornajaneoms_59,Australia,oAr4pENJ4iVtqJ_CyMsBk,h25CWWIeLkX4UQynPzhBl,Login,Enter Email & Password,"Hi, 2 of our staff cannot log in it.. just has an error and says to tell store leader or contact you guys. No trouble signing to the other 2 ipads just this one. Thanks, Emma  "
2025-09-19,20:05:16,UTC,A862,1.69.0 ,d714aeb3acca5fd3bb243023d16570a1,clarks,clarks_A862,United States,Ihy_AfaKKh-_nZ1mgXeHf,et8ty4Zf-noFOD4GPgyaX,Login,Enter Email & Password,After i hit enter it just keeps loading until i close the app out and reload it.
2025-09-19,20:06:00,UTC,495,1.67.0 ,f982b360c7675e488355c3e8ef5b4478,roots,roots_495,Canada,iH6LQJHOBUHT7E9Iq94he,veOgunXGIJAxc-UDj82TO,Login,Other,The app just won’t load 
2025-09-19,21:33:18,UTC,CHAR,1.69.0 ,9caeaf8916e856c7a0eeea5222abc272,marine-layer,marine-layer_CHAR,United States,YQOPLAUYKKxNKaISSlgHG,yyH22WZHW87sAdXamgnlQ,Login,Enter PIN,Keeps glitching and loading when we try and sign it we can’t do anything and have to force close the app 
2025-09-19,21:55:44,UTC,NW23,1.69.0 ,6a9f5a837c2e5474a099e8d147c3926c,marine-layer,marine-layer_NW23,United States,ej3gZbejRgoe_uLtkCS9a,40ygir0K_0ydimKVhwDne,Login,Enter PIN,App must be terminated when it’s been idle for ~20 minutes 
2025-09-19,0:58:02,UTC,769,1.69.0 ,9c8cf1a9bd3b5c139d3c50776b5286e3,lego,lego_769,United States,W5LVnt-ICdxSQ0IoPA2Qv,R9M_3gVtHmswMzVOsoIqy,Login,Enter Email & Password,Would not load
2025-09-19,18:36:38,UTC,S0082,1.69.0 ,d85a4a52752659c3b8bf7a5a317c44cb,footasylum,footasylum_S0082,United Kingdom,sGGqFLN9RAAbRDYHbPNyB,firn9Uydy7PlWnShzJe_1,Runner,Filter request,For some reason there were old runner orders coming up now and it’s confused me!!
2025-09-19,0:02:52,UTC,A833,1.69.0 ,a605a24e673a510d95cbf7f21a078e99,clarks,clarks_A833,United States,qya8YXKhfZXCRNbfL8NHN,dSbOAdZmySSyC7MHGN_l9,Selling,Cash Management,Close store froze
2025-09-19,4:03:30,UTC,US-590,1.69.0 ,4c0ba5504c2c58819098d6430f4e27a7,allsaints,allsaints_US-590,United States,UNgfkf4S6AmWzKMQmKtB-,75CwFwGBTM0la6yI3LT_Y,Selling,Cash Management,CASH REGISTER WILL NOT OPEN
2025-09-19,9:34:43,UTC,25,1.69.0 ,3e26aca2546856ff80ceaa4468ed0905,sweatybetty,sweatybetty_25,United Kingdom,PHRXYbjJP2ACxx0xkL5EU,584aY2l86rAAzDNfU1KoZ,Selling,Process Sale,Not loading 
2025-09-19,18:56:18,UTC,4f020fdd-031b-4ba4-93f7-6ec2adcc7584,1.68.1 ,79689fec831a4c7e8d2bc957769aa162,untuckit,untuckit_4f020fdd-031b-4ba4-93f7-6ec2adcc7584,United States,sfR03djWjfKm7vPW5pMYp,ZjQ4hb3Ppdk2dYV7n1nlP,Selling,Search/Create Customer,Couldn’t text
2025-09-19,20:35:22,UTC,US-623,1.69.0 ,f65165395f9e5b66966f55014f3e94f3,allsaints,allsaints_US-623,United States,mlYJqc_qycGQLyrzCN_VU,dfb8qkCztRLWGVawoHRID,Selling,Scan Product,Camera does not focus
2025-09-19,1:54:10,UTC,769,1.69.0 ,9c8cf1a9bd3b5c139d3c50776b5286e3,lego,lego_769,United States,49WR6pb7s3xBXQOT0bf6U,jVSgXkCyeDSzLwVpOVE7R,Selling,Scan Product,Would not load 
2025-09-19,3:23:59,UTC,769,1.69.0 ,9c8cf1a9bd3b5c139d3c50776b5286e3,lego,lego_769,United States,_qyPFFe0wOx4HizV_lEvV,FgTzdhLVPGfgn0IX3FuRU,Selling,Scan Product,Would not load
2025-09-19,15:24:54,UTC,717,1.69.0 ,e55513ca80e55051a51e07523ca7420e,lego,lego_717,United States,SvZSvwdRanebNF-pl8FNE,94dia89clkOikhfHGGPMT,Selling,Scan Product,Scanned product then it was swirling  and would not load
2025-09-19,16:33:26,UTC,748,1.69.0 ,85dd50b9d3045a0f8e70751b37e25bb0,lego,lego_748,United States,S3iELl8z3G9nIrmexTLen,RrLw_2uZ5pGxJM_l-IkRN,Selling,Printing,"Not printing, "
2025-09-19,22:03:36,UTC,769,1.69.0 ,62e752fe99b65785a672e50978dba1b2,lego,lego_769,United States,bqJnF6nTMgZVdehE8Zc_h,P-ZZHPn-0R4QnfxMbzcgq,Selling,Scan Product,Crashes once I try to scan
2025-09-18,9:27:11,UTC,101451,1.68.1 ,38ee8ceb730b509db8ab8cc8a3a5aa1b,wolford,wolford_101451,Switzerland,JlVak9sKAc5tkIN8eCf-T,UrpbhMmvy99dDlsacKzzR,Inventory,Printing,The printing action was blocked. The printer works well.
2025-09-18,13:44:14,UTC,US-541,1.67.0 ,d96b6d11a3e05ed9896ee6595ffa9c04,allsaints,allsaints_US-541,United States,psparusbNmhOXduQ4dHBD,4pjA15AGn0Hu5VLSY4BoS,Inventory,Receiving,Just froze while scanning
2025-09-18,17:21:27,UTC,490,1.69.0 ,2aeb0a01d48e5b22a91bace3c449e6c3,roots,roots_490,Canada,5GCm_dsXZy69f1XXpZinV,xa5Cob9O3NRUpzmsxrD1G,Login,Enter PIN,Crash
2025-09-18,0:50:44,UTC,769,1.69.0 ,9c8cf1a9bd3b5c139d3c50776b5286e3,lego,lego_769,United States,gTqS-xnClkGGwr4zkhxFA,A9edtvQ0XwIYUgsc4k8Rk,Login,Enter Email & Password,Froze
2025-09-18,13:52:22,UTC,755,1.69.0 ,149d354c690d53148df461fb14e52baf,lego,lego_755,United States,5k2PjeS7HEX-p2VMZlGJB,1aYdMveZSD8lnloUzy4KQ,Login,Enter Email & Password,Keep spinning and load in processing. Wouldn’t let me log in
2025-09-18,17:03:17,UTC,769,1.69.0 ,1766af365d8b5fac80005f21fc6bb703,lego,lego_769,United States,8kdOBH_EYFObIijqGxHPH,uLS8jl0L0enuKTKw1TIDR,Login,Enter PIN,Won’t load 
2025-09-18,17:22:04,UTC,769,1.69.0 ,29c635e563c1582697400492957a44e6,lego,lego_769,United States,WDhW3qnlZlDXhZAav1oVn,pY9sS6JRx9GhTiRMX0OVW,Login,Enter PIN,Won’t load
2025-09-18,18:42:39,UTC,769,1.69.0 ,29c635e563c1582697400492957a44e6,lego,lego_769,United States,5ndYF1Q8pzRl7TwLg9ISH,4J1dTnhhQUy8yxm83biwP,Login,Enter PIN,Won’t load
2025-09-18,19:01:28,UTC,769,1.69.0 ,29c635e563c1582697400492957a44e6,lego,lego_769,United States,VjNZeOtHwNvhfzc45z56F,yexZzcTfz9-mBHPBp0PFF,Login,Enter PIN,Won’t load
2025-09-18,19:19:17,UTC,769,1.69.0 ,29c635e563c1582697400492957a44e6,lego,lego_769,United States,Up3stT0k4mLfZpJPlhgG1,hy7In9EKUJXWHu-2lTNjJ,Login,Enter PIN,Won’t load
2025-09-18,20:08:25,UTC,769,1.69.0 ,29c635e563c1582697400492957a44e6,lego,lego_769,United States,3vm-r_u0dP-l-xtq1I3pM,LQylDvGA81THleON07SO1,Login,Enter PIN,Won’t load
2025-09-18,20:55:33,UTC,769,1.69.0 ,29c635e563c1582697400492957a44e6,lego,lego_769,United States,KlfH97gsmzloY5OlMCJ3O,u_rBnBJNfW6f36wzBD-AM,Login,Enter PIN,Would not load
2025-09-18,3:56:20,UTC,319009,1.69.0 ,6a2b66ab9f01520faa6fde890c4441d4,birkenstock,birkenstock_319009,United States,-Xadiwtvv68tW_B2vB798,05lVSKGjo_Mnn5diMfwmp,Selling,Cash Management,Closing down register
2025-09-18,11:25:19,UTC,123,1.69.0 ,a8e3e029e7615e20a32ebe66660e4f10,sweatybetty,sweatybetty_123,United Kingdom,KLaPVekQoWeYqgx2NnUa7,AXZRzjj8Phbv-bv1uRKjP,Selling,Scan Product,Use scanner 
2025-09-18,12:29:52,UTC,UK-702,1.69.0 ,3e65ac5caf3f5e549171255e7b955a16,allsaints,allsaints_UK-702,United Kingdom,1PUhYpq19KTIExg-2YzDg,k8j05s2sJcTgx4GvkWJ6W,Selling,Process Sale,Cant get receipt
2025-09-18,13:51:20,UTC,42,1.69.0 ,ab3d72e38ac153e596de14b12b02ec98,sweatybetty,sweatybetty_42,United Kingdom,bS8NhCBqAAw1xmxZkYlk9,2vMI2Z0UJUkfFyoleQ_XZ,Selling,Scan Product,Kept logging me out of phone - spinning not able to preform sale or inventory search 
2025-09-18,14:38:27,UTC,US-569,1.68.0 ,d8d56e5703fe59b68796d4e318d77080,allsaints,allsaints_US-569,United States,4utCmpIOiRZ6_9-WaA2gT,ICBs6eP3T51bMNCu9DbOQ,Selling,Process Sale,"Processing exchange, and part that states the total would not load and stared synchronization fail. Reopened had to switch phones and one also took a long time loading receipt and did not pull up the customer account created on the original phone. "
2025-09-18,22:57:40,UTC,A814,1.69.0 ,8356146a48ee503a8759145eb5c6daef,clarks,clarks_A814,United States,nhiubHYIu7jlYES3zqCnm,NsszYBASOMFHC9Eyb07Pm,Selling,Scan Product,Wont load up 
2025-09-18,23:28:52,UTC,US-623,1.69.0 ,f65165395f9e5b66966f55014f3e94f3,allsaints,allsaints_US-623,United States,JqU86LRe2a1x2wptbbWAh,e07ZG_0YiVrtxk99CjsF1,Selling,Scan Product,If you leave yourself signed in and you reopen the app it prompts to enter pin and when u try to scan items it buffers forever. Must close app and reload to fix it. 
2025-09-18,23:56:51,UTC,CLB,1.69.0 ,490ac96885905517b0cf5ecd1bacea75,marine-layer,marine-layer_CLB,United States,QVVEAMfZsEL6cn_8i-7mk,1YIXPHtwjcja-op9I1t8z,Selling,Search/Browse Catalog,After the phone was idle for 30 or so minutes I log in and search something and get a persistent loading circle so I close the app and reopen it
2025-09-18,22:58:02,UTC,769,1.69.0 ,9c8cf1a9bd3b5c139d3c50776b5286e3,lego,lego_769,United States,xOZX9H9irUVi5j6MIkSg2,RvwqmwStTeb2x3rrmSqkF,Selling,Scan Product,Would not load
2025-09-18,23:10:24,UTC,769,1.69.0 ,62e752fe99b65785a672e50978dba1b2,lego,lego_769,United States,u_0FEV0yeKfF3tHB_N4U7,PUxPGB_gOA4FsBDJaBmeF,Selling,Scan Product,Won’t load so I swipe out
2025-09-17,16:09:29,UTC,49,1.69.0 ,0b6718f8bd5651008d8a574d441807e9,5sn,5sn_49,United States,s3Avdv5pIXh2Fwp7w_N6H,SV_-IuLtvSzmmquSha333,Fulfillment,Printing,Printer option would not connect
2025-09-17,15:26:59,UTC,4906-WESTPORT,1.68.1 ,c4ab0d21eede53d8bea4aa931922e917,vince,vince_4906-WESTPORT,United States,T-yGxLkXsdUuLNK_OHWrT,YDXKltMmkBNd3o5ORh5Yb,Inventory,Receiving,Screen froze
2025-09-17,19:40:31,UTC,A147,1.69.0 ,d6ae46a2839d5dd38ba96f3bd5acb33e,clarks,clarks_A147,United States,X4lqLdmawYsjmm-NTJK5I,5fwE5SKYwnjXEk_wUiMxn,Inventory,Receiving,App froze when I opened the camera
2025-09-17,22:17:11,UTC,US-594,1.69.0 ,e9d2d9d0182f55e583df9c2e57c5fb5c,allsaints,allsaints_US-594,United States,rxTuYBqD5Wd3EqwZFS8rd,2XwZcl20_lxvsYq6FMTuj,Inventory,Receiving,After I exit out of scanning it frequently freezes. This leads to the only option being closing the app and usually my progress on scanning in shipment is lost 
2025-09-17,14:50:38,UTC,119,1.66.1 ,aed7a495ec5a55518b6bd08960324701,windsor,windsor_119,United States,S5NY8cBTG_DzaUgrsGPC4,4rKJ8aS48mmTWy6avioaQ,Login,Enter PIN,Error when logging in
2025-09-17,0:01:25,UTC,319015,1.69.0 ,023617c8659b528eae4d1909fca943ce,birkenstock,birkenstock_319015,United States,NO24gmnvatuz9yLY_4Xg_,d1nFWlOjeMW4_Vsci9u3o,Selling,Cash Management,Close cash register
2025-09-17,8:01:54,UTC,5573,1.69.0 ,10a04136e6865e77b6d66c231dea830c,clarks,clarks_5573,United Kingdom,o2yL1_tMjVmghAV47guHD,Li5mX7EsvA4hCmMAoVJgY,Selling,Cash Management,Till drawers not opening
2025-09-17,8:15:24,UTC,S0074,1.69.0 ,73c430f33eef5f8d90cd6721d8121bd3,footasylum,footasylum_S0074,United Kingdom,EWm-bRuJlFuW3pCU0AqN2,PGTF3ZKjmO2JDQN2C-rk2,Selling,Process Sale,Customer changed mind about purchase last minute before paying as they got better discount online at home
2025-09-17,11:30:17,UTC,2524,1.69.0 ,572eef7768235988a69012b141533ad5,clarks,clarks_2524,United Kingdom,CTw0r9Np-Rgm0YetEWL-G,OkcEl1mJyLByOJXwyc7yo,Selling,Search/Browse Catalog,The iPad keeps freezing/buffering when using NewStore to check availability for shipping
2025-09-17,17:18:13,UTC,4833-WASHINGTONST,1.68.1 ,e262a528db055230844c93002cd454aa,vince,vince_4833-WASHINGTONST,United States,MUwqEO_PanxoX8bHiPWdT,ZLSHoqky_VJ8ug6VK8W13,Selling,Search/Create Customer,Every time I wanted to go ahead and send a message to a customer I wasn’t able to send it because it would boot me out of the chat without me being able to send anything 
2025-09-17,18:17:52,UTC,1fa8c097-9e66-469c-9cba-05ed17826a6a,1.69.0 ,f4ca8fb815ef4ae9b05bd172a48a321e,untuckit,untuckit_1fa8c097-9e66-469c-9cba-05ed17826a6a,United States,UJmN5s2fEufK-UHPIKNp8,AH49y0hPmGa3ujGjy31of,Selling,Search/Create Customer,Gets stuck
2025-09-17,18:46:40,UTC,CLB,1.69.0 ,490ac96885905517b0cf5ecd1bacea75,marine-layer,marine-layer_CLB,United States,4TtgshBz7y-NqeRSt4wNT,RyIX6yPp-18xX1HT1i9MK,Selling,Search/Browse Catalog,Went to search product and got stuck on the loading screen
2025-09-17,19:22:39,UTC,1fa8c097-9e66-469c-9cba-05ed17826a6a,1.69.0 ,f4ca8fb815ef4ae9b05bd172a48a321e,untuckit,untuckit_1fa8c097-9e66-469c-9cba-05ed17826a6a,United States,1Jg9A8SX6g4ouWqQtFNR2,mBwSlZKlMPyiamysQ7Fm1,Selling,Search/Create Customer,Stuck
2025-09-17,21:42:29,UTC,b7627253-e722-45f9-9b7c-3507f0ec0ad3,1.69.0 ,c192a2d5a2785c85abb1b720ea1447cf,untuckit,untuckit_b7627253-e722-45f9-9b7c-3507f0ec0ad3,United States,Jg0rMUu4kQWg-7KHUIqIT,NP35wIemkwLcQnhVWlZr5,Selling,Search/Create Customer,Checking customer order via profile
2025-09-17,23:24:55,UTC,A125,1.69.0 ,5c9464faf80a50c3beb87b292609bcb0,clarks,clarks_A125,United States,fU5g0_bCCqZQoThEwla34,F-_BlV-ZN4LFGmjByg4E4,Selling,Scan Product,Spinning wheel forrrrrrever
2025-09-17,18:49:37,UTC,769,1.69.0 ,9c8cf1a9bd3b5c139d3c50776b5286e3,lego,lego_769,United States,I3tMheVr32X2aWYlLQjyl,eqvOtQghjjOCONXRmwUIu,Selling,Scan Product,Would not load
2025-09-17,23:10:43,UTC,769,1.69.0 ,9c8cf1a9bd3b5c139d3c50776b5286e3,lego,lego_769,United States,xK02ipgC7vQZRSBJnj0-T,25V9_yMGatVzq2Ha5AYjv,Selling,Sales Dashboard,Would not give me the option to look up sales numbers
2025-09-16,7:40:02,UTC,145,1.69.0 ,a611cb2f70de524f83b72b6290963aa7,sweatybetty,sweatybetty_145,United Kingdom,g7n3wQmrYOfXAubzornrB,fkDSXxy79E483iEj2lf03,Login,Enter PIN,It just stays on the loading page 
2025-09-16,9:33:21,UTC,NL-AM-U36,1.69.0 ,73d76db1153459a098c69a317f4a5086,paperandtea,paperandtea_NL-AM-U36,Netherlands,VP-sAvWXVZCHqt0G7EqKR,PcckgnXhF2g9wAWJA7Vcm,Login,Enter PIN,Doesn’t allow 
2025-09-16,12:37:30,UTC,NL-AM-U36,1.69.0 ,73d76db1153459a098c69a317f4a5086,paperandtea,paperandtea_NL-AM-U36,Netherlands,IEjeBIPlauT9_0s9YE0af,CACWTN5DU9N4u9kGkDYxy,Login,Enter Email & Password,Same password and User Name but having an error
2025-09-16,12:58:44,UTC,319010,1.69.0 ,d8677be3bc945a6489c97e3fb96fe27d,birkenstock,birkenstock_319010,United States,utpPftHVEkfKhQXel_hMT,KHC6_tueEg4XcJqfe7D6E,Login,Enter PIN,The screen kept trying to load and wouldn’t allow me to enter my pin for login 
2025-09-16,15:20:06,UTC,5951,1.66.1 ,3b3479365e19589cbb057e08caeec70c,fossilgroup,fossilgroup_5951,Canada,fW1_bycue1YPbRZ3qi-a2,mVVu5E6Eo5wHmbqNMF3_b,Login,Enter Email & Password,I did all the steps but it just kept loading
2025-09-16,16:49:16,UTC,5913,1.66.1 ,5eb16d23c50a578faef1e46308c65e71,fossilgroup,fossilgroup_5913,Canada,dGa-XoEvTlRmeMw76nXa4,3AlBOTwfu55_C8jUlGsbe,Login,Select User,The loading screen of pain and agony
2025-09-16,16:49:40,UTC,BK,1.69.0 ,4e0d01b161ea5ddbb9acf3ce8c0d315e,marine-layer,marine-layer_BK,United States,Yc0IAKm6DDlRYyNmfWNrB,pQlEeIRtm3AHfbAQXvWMg,Login,Other,This app needs to be updated. It’s slow and when you go to log in it works half of the time. 
2025-09-16,19:51:46,UTC,A121,1.69.0 ,abe4013dc4f65acdb578ee07f741439f,clarks,clarks_A121,United States,_f3F2VIcte1DHhu8hJ3sM,FBv2hI6sinaSi5X3dHeBK,Login,Enter PIN,Log in screen stuck on loading screen
2025-09-16,21:08:33,UTC,769,1.69.0 ,1766af365d8b5fac80005f21fc6bb703,lego,lego_769,United States,gKQV543b9wSIGNkAQ1DeR,pqgX7I3GY_3l2tUuYNbdI,Login,Enter Email & Password,Won’t load
2025-09-16,21:52:11,UTC,769,1.69.0 ,29c635e563c1582697400492957a44e6,lego,lego_769,United States,yH1PWbtADa-2_OpdxC1df,V1IJuaWqlJbsoIYeuyhfu,Login,Enter Email & Password,Login won’t load
2025-09-16,0:01:50,UTC,KHR,1.69.0 ,dad23e8c16b05c6eaf304baad68e88c8,williams,williams_KHR,Australia,VcI8GzGaCEWwNuZZo5KXl,dpioMULdnV4V1GZuzyQUX,Selling,Process Sale,Froze at time of processing sale and could not print a receipt
2025-09-16,4:34:01,UTC,OBF,1.69.0 ,504c0bcc1a065bb9b150e753935e30fd,midas,midas_OBF,Australia,syd32MVIR8nO2tzNbsq0R,KixfoBscj8kvulIEcCYy2,Selling,Process Return,After scanning the QR code. The phone or ipad just shows loading 
