Date,Time,Timezone,Retailer,lastUserSessionId,store,Retailer StoreID,country,lastActiveUser,app version,Q1: How satisfied are you with the NewStore Associate App?,Q2: Can you tell us why?,Q2. Other (please specify) explain,Q3: How often do these issues occur?,"Q4: How would you rate the recent app's performance (e.g., speed, reliability)?",Q5: Where should we focus on improving the app?,Q5. Others (please specify) explain,"Q6: Any other thoughts, feedback, or ideas you have for us?",FY26 Renewals
2024-06-03,13:11:32,UTC,clarks,ubhmbPjfA7a3W2owPskV1,4570,clarks_4570,United Kingdom,b6f8bb4f716c5f63b913588aca25b04f,1.49.0 ,🙂 Satisfied,,,,,,,It would help to be able to search using width fitting option,
2024-06-03,13:23:52,UTC,clarks,XGUt1gUBat-r00HReEyq3,5465,clarks_5465,United Kingdom,8587c6cb6d86515e8dc82ecea4a4dd17,1.49.0 ,😭 Very Unsatisfied,,,,,,,,
2024-06-03,13:58:30,UTC,clarks,t6nKXH8KBHs5NnTSt1tP9,2467,clarks_2467,United Kingdom,e8a6c72497fb5af5919aa51873df3b08,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-03,14:04:26,UTC,clarks,arqmyPdCbBCrH1hH5QkkU,3834,clarks_3834,United Kingdom,4d7006a285ed5f0c94b5ff3b0d13cd79,1.49.0 ,🙂 Satisfied,,,,,,,Sometimes the receipt printing and card machine is a bit slow!,
2024-06-03,14:09:17,UTC,clarks,4p6adUuIjKSyw1hnJtnvq,5116,clarks_5116,United Kingdom,8957e0ca0887541b8097b32bd94789f8,1.49.0 ,😐 Neutral,,,,,,,,
2024-06-03,14:09:40,UTC,clarks,Hjt3qnQy3aXIsbaMB8DU2,5461,clarks_5461,United Kingdom,e9a16d0515b9570796f9c01019f57f65,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-03,14:15:03,UTC,clarks,DEpdXzl-0SZ3ZFHHBvtwd,2110,clarks_2110,United Kingdom,0e24ba6537fc5acaaae6ce262b07e093,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-03,14:30:30,UTC,clarks,Uu9sPJvHIt0i3X02RVNC-,5490,clarks_5490,United Kingdom,10ec8474157754498cb52c7f36f97fff,1.49.0 ,😐 Neutral,"For order refund there is no width , we need to do adjustment after it , and there is no width for filter either",,,,,,,
2024-06-03,14:51:52,UTC,clarks,qoCg0anY-xNDQUUWiyBXh,5475,clarks_5475,United Kingdom,b368120305cb50a190c3702132020cc8,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-03,14:52:20,UTC,clarks,yAE-8QJRL51jp7TgPvPZ6,2353,clarks_2353,United Kingdom,263d1661f1915d74ab4992389ecf131b,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-03,14:53:21,UTC,clarks,7qcA7U4iepOjj8ma9ozFU,2541,clarks_2541,United Kingdom,cc21ee60717055d9baedc033aee4e094,1.49.0 ,😭 Very Unsatisfied,Too slow,,,,,,,
2024-06-03,15:42:41,UTC,clarks,2D-5S57QUa0m1EW0Oqoup,6839,clarks_6839,United Kingdom,f752128410b4511d9dbc6c578f560a00,1.49.0 ,🙁 Unsatisfied,,,,,,,,
2024-06-03,15:46:28,UTC,clarks,P4kBFzLRoK-oa3t4ruiwr,3831,clarks_3831,United Kingdom,761381ba93eb5330ba8b071e8d7e8845,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-03,16:08:46,UTC,marine-layer,ZhBj7y719dOveHzoGt5ur,UWS,marine-layer_UWS,United States,6dc157b2596a5d7193c8b8ba06fabc9b,1.48.0 ,🙂 Satisfied,,,,,,,,
2024-06-03,16:10:37,UTC,clarks,aN374PKk2lS_8wFUZ4cn9,A152,clarks_A152,United States,3d7ea19dd5a8598590de6198e7fe6b4f,1.45.1 ,😍 Very satisfied,,,,,,,"Nope, the app is amazing and easy to use. ",
2024-06-03,16:40:59,UTC,clarks,S12LaEFZZ_s1FBupCFwez,3844,clarks_3844,United Kingdom,04cb8a21be3c5a96b9655eff758ac50e,1.49.0 ,🙂 Satisfied,,,,,,,Crashes alot ,
2024-06-03,16:42:50,UTC,clarks,Eoe3zW0y9W375P02hvAaP,A531,clarks_A531,Puerto Rico,4e777c5e3c255465b1ede5e8c995fa51,1.49.0 ,🙂 Satisfied,,,,,,,"I love the accessibility, but sometimes we have a lot of problems with the loyalty program, some items stop scanning out of the blue etc.  ",
2024-06-03,17:36:21,UTC,5sn,7keN5wwF1uZtiXApqvauq,603,5sn_603,United States,50fc10fa2be453579b6bafbc6779dbc6,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-03,18:07:35,UTC,clarks,qPAJ41W4iATIeLHIRyP6f,3844,clarks_3844,United Kingdom,04cb8a21be3c5a96b9655eff758ac50e,1.49.0 ,😍 Very satisfied,,,,,,,,
2024-06-03,18:44:15,UTC,clarks,SbSCv03p4cYGriPzm_rn4,A835,clarks_A835,United States,28220de754e75c7ba44e4ad94446900f,1.49.0 ,😭 Very Unsatisfied,,,,,,,,
2024-06-03,18:57:42,UTC,clarks,6pB5mJD_79yLbEnJK-vYA,A847,clarks_A847,United States,ced086e1106d520fa56e4fca71418f43,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-03,19:37:33,UTC,clarks,acrnu0ULvSHpSDq_j4EDW,A794,clarks_A794,United States,16a5cd95e8c654bf8168da5132d08f0a,1.49.0 ,😐 Neutral,,,,,,,,
2024-06-03,19:57:00,UTC,marine-layer,ZhBj7y719dOveHzoGt5ur,UWS,marine-layer_UWS,United States,6dc157b2596a5d7193c8b8ba06fabc9b,1.48.0 ,😐 Neutral,,,,,,,,
2024-06-03,21:26:57,UTC,clarks,evG1QSo-smhV-GMEj_qbo,A717,clarks_A717,United States,a72cabb983765a609cc41c0461d9d308,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-03,21:39:30,UTC,clarks,AvbxIERH3y4q99OMUwwFj,A522,clarks_A522,Puerto Rico,05c22593d27b518c89cad16c0a95cd52,1.49.0 ,😍 Very satisfied,,,,,,,,
2024-06-03,21:41:40,UTC,5sn,xOF4A7EEQI7bzq0uF6MJm,70,5sn_70,United States,72fa8a8db972524a82417dc4059bbe81,1.48.0 ,😍 Very satisfied,,,,,,,,
2024-06-03,22:46:13,UTC,williams,_7C6isBwy_6Z862FAqUjL,KHI,williams_KHI,Australia,beb9f6c10f4e5fcf914e806cf1076746,1.49.0 ,😍 Very satisfied,,,,,,,"The thing ive noticed we need to sign in a few times with our own  personall 
Code through out our shift wich can be annoying at times.",
2024-06-03,23:00:01,UTC,williams,cKILb2gcq6287nkRYeoLb,KGW,williams_KGW,Australia,0d95fc3a7f4d5a6caf9345cd791784af,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-03,23:08:49,UTC,marine-layer,s5KPhhhXtwIXtNvMuwtJO,CHC,marine-layer_CHC,United States,8c3de1e5780c58bfa77d987616796908,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-03,23:51:49,UTC,clarks,LL5YDxa3j0a457OwZ_nvM,A894,clarks_A894,United States,0ef258b3537959ec9c67b24e101e742c,1.49.0 ,😐 Neutral,There's several glitches today ,,,,,,,
2024-06-04,0:14:17,UTC,birkenstock,HwTOE-i9klS0qmaGKHDxJ,319009,birkenstock_319009,United States,4b61301927d95d27b78d6e2772666516,1.49.0 ,😍 Very satisfied,,,,,,,just the card problems but that’s about it. sometimes it bugs with credit/debit.,
2024-06-04,0:23:21,UTC,mathers,PpsFaObGWR_P3kV814Qjl,JBU,mathers_JBU,Australia,50dd0107985954baa34200c2dfe3adba,1.49.0 ,😍 Very satisfied,,,,,,,,
2024-06-04,0:49:57,UTC,mathers,pCv3wvS5YhLi7SgMKqdKA,JAM,mathers_JAM,Australia,b5b320a4c05d5a8b9cc95f84e1f767c8,1.49.0 ,🙁 Unsatisfied,Keeps crashing,,,,,,,
2024-06-04,0:56:00,UTC,williams,PoEGD2KLvBYAnI7DpFl9a,KHF,williams_KHF,Australia,4148d29622bd5534be002b8ad6e79c6a,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-04,1:47:00,UTC,midas,EM8rCfB41-aGK-Ui9PAkk,OAI,midas_OAI,Australia,a06353f64be85c75837334b962ee793b,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-04,2:33:34,UTC,williams,juBrjAqNakIkv_btYVdFH,KGU,williams_KGU,Australia,47eb7a82225353a583dbd0c77148432b,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-04,2:33:57,UTC,williams,vd3c5IY8RoFd_VfVU3101,KEB,williams_KEB,Australia,bf303992ef335b839d4f4550171a8ddc,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-04,5:00:37,UTC,williams,280jkCgaO1O1rmYnXq2LK,KHN,williams_KHN,Australia,1ec944d1c4ff5aed8ef776ebedc82425,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-04,7:14:02,UTC,clarks,bUeiHoU5xM1qAIRUix89V,3838,clarks_3838,United Kingdom,4d344d3223165fa0803f38b1db500878,1.49.0 ,🙂 Satisfied,,,,,,,There seems to be periods of slow time which makes transactions a longer task than it should be,
2024-06-04,7:30:21,UTC,williams,lx7kismOBG2z9HQ-epsVP,KHL,williams_KHL,Australia,4f71fa6872035e81a4236e573ec18cac,1.49.0 ,😍 Very satisfied,,,,,,,,
2024-06-04,8:37:59,UTC,clarks,zABUYH4VeLnlerWpepRCY,3805,clarks_3805,United Kingdom,aa7e5214d48c5bf3867df7b6cae4021d,1.49.0 ,🙁 Unsatisfied,,,,,,,,
2024-06-04,8:56:32,UTC,clarks,u3ZNpGgSeeHTf8CWYNp8V,5407,clarks_5407,United Kingdom,e5a4a29c828e5272a497abed79bcfe8c,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-04,9:21:52,UTC,clarks,up_ABnB78pby7Blgowcmu,1841,clarks_1841,United Kingdom,82cb4ccda4a757ce83165569461565e0,1.49.0 ,😍 Very satisfied,,,,,,,Mate ive already told you this jobs sick,
2024-06-04,9:43:09,UTC,clarks,tpKdKZsNdycj_8wKQHpPc,3805,clarks_3805,United Kingdom,dcd0b0182fac51149d3c2db08265ca33,1.49.0 ,😭 Very Unsatisfied,Laggy. complicated layout. I cant change my profile picture. Logging in can be a long process ,,,,,,,
2024-06-04,11:31:18,UTC,clarks,1rih0Woptbr33NPQAs2Z6,1875,clarks_1875,United Kingdom,faa6c8f49af95534aeceb5f3bac8d546,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-04,12:31:47,UTC,clarks,a9wl0_cHbnzFMylLjr0Le,5109,clarks_5109,United Kingdom,edf77a4624c95308bceb2409751ce55a,1.49.0 ,😭 Very Unsatisfied,Sometimes products doesn't load and signs me out and slow= less effective on the shopfloor ,,,,,,,
2024-06-04,12:35:16,UTC,clarks,y06pgvW3zNjzLW5upLxWv,1896,clarks_1896,United Kingdom,f021298e94eb5c4a9aa659e1aa9d8687,1.49.0 ,😭 Very Unsatisfied,Keeps stopping or just spins and doesn't load ,,,,,,,
2024-06-04,13:08:33,UTC,clarks,yBVGVYggvv3QL02Xm3G6h,2408,clarks_2408,United Kingdom,60c1e535c799552fb3268867c7948f76,1.49.0 ,😐 Neutral,,,,,,,,
2024-06-04,13:17:03,UTC,clarks,aEBhpZh1MhRYJW0cMByuK,2541,clarks_2541,United Kingdom,228b782e2bb45ef0b2aa82e3477c41dc,1.49.0 ,😭 Very Unsatisfied,The tablet is so slow its painfull when you have to pack away a whole shopfull of transfers out,,,,,,,
2024-06-04,13:18:35,UTC,clarks,gBxGJDZNIGuO0gsjhKi4V,1903,clarks_1903,Ireland,87e11bc706c75a7fa32274fc647084e5,1.49.0 ,🙂 Satisfied,,,,,,,Sometimes it can freeze and log out ,
2024-06-04,13:23:45,UTC,clarks,zyNuulshz7MG2smqgWTv8,2541,clarks_2541,United Kingdom,228b782e2bb45ef0b2aa82e3477c41dc,1.49.0 ,😭 Very Unsatisfied,Awful user experience with near constant issues with connection and app functionality. Terrible platform that has given me nothing but grief!!!,,,,,,,
2024-06-04,13:58:20,UTC,clarks,rh12fao7ALm00mjGPF3r5,1666,clarks_1666,United Kingdom,91d1a2bd0bee555a8c4134893bceb637,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-04,14:03:05,UTC,clarks,_XrR85wtQ0ov_IVYe5GgI,5585,clarks_5585,United Kingdom,bde4fedd7a225b728a1168aabf99e840,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-04,14:14:00,UTC,clarks,cE8IDbAWdPiZ7QftzHnMw,1882,clarks_1882,United Kingdom,297f5b910ffb570782379cc079bc4635,1.49.0 ,😐 Neutral,,,,,,,,
2024-06-04,15:17:47,UTC,clarks,hQDXQvQrVxHLrne05-Tlq,3198,clarks_3198,United Kingdom,e96f3d9186ca5ce6a6d515057211199d,1.49.0 ,🙂 Satisfied,,,,,,,"Nice easy to use, could deffo make a few tweaks to receiving with asn. Just the search up the packing note.",
2024-06-04,17:34:32,UTC,clarks,3I0wLxgvO5HX_UzgfZgXg,5450,clarks_5450,United Kingdom,54545f36dd5c54628b61a1963512c553,1.49.0 ,😐 Neutral,,,,,,,,
2024-06-04,17:38:48,UTC,clarks,FXrH6LiH8Yb6Zd2jnp9E5,A887,clarks_A887,United States,f2b8c792f7ba5a2f90d5e8551162ed0e,1.49.0 ,😐 Neutral,It seems to freeze a lot on the scan feature,,,,,,,
2024-06-04,17:44:49,UTC,clarks,iGyx2ZOL51rSXdD6hMn4W,5413,clarks_5413,United Kingdom,9963abdee65c5f698c6b6e8b6e60368f,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-04,17:54:07,UTC,clarks,Jqsz7UcnHWf0Mp4my00E9,A154,clarks_A154,United States,c7e2439453875cbc90bfabdb7ee63235,1.49.0 ,😐 Neutral,Adjusting prices for an employee discount- yet the promo adds additional discount.  ,,,,,,,
2024-06-04,18:20:52,UTC,clarks,JhsHJYa6Esy9i9A7cR_OE,A301,clarks_A301,Canada,84ed6ed758265850b32243fc30b63b0b,1.49.0 ,🙁 Unsatisfied,"Too many buttons, could be faster",,,,,,,
2024-06-04,19:05:00,UTC,clarks,H4wqXxnlGyld3cpoGdpAC,A833,clarks_A833,United States,1adc93d718a853b89c2a2627a4eef5b5,1.49.0 ,🙁 Unsatisfied,Too many steps for easy stuff,,,,,,,
2024-06-04,20:22:46,UTC,clarks,iWZaFmddAioaegQ-MS6Ei,A867,clarks_A867,United States,42e9542d7ae05d4394dd882ffb99a9b7,1.49.0 ,🙂 Satisfied,,,,,,,Not easy to do exchanges between different promotions,
2024-06-04,21:23:25,UTC,clarks,XiJpfy1qAUW6f3W8On4a_,A162,clarks_A162,United States,c1c67e71925951258094f8f0388af273,1.49.0 ,😐 Neutral,,,,,,,,
2024-06-04,22:53:16,UTC,williams,EHRS5F9ICiYO1um8c4VvZ,KAO,williams_KAO,Australia,db25b49f7c97501392bc36dbec571469,1.49.0 ,😍 Very satisfied,,,,,,,,
2024-06-04,23:15:58,UTC,williams,moUsBiiW1vQu9qAMSELXK,KHJ,williams_KHJ,Australia,11dfe0d1b77e5b1989ed75ee713dcdb2,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-05,0:10:52,UTC,clarks,x3zpaK6Y4Bj2Ka4T9j2Db,A527,clarks_A527,United States,bd0305975dc25c1cb9659d1a1a02f40d,1.49.0 ,😐 Neutral,Bugs to much,,,,,,,
2024-06-05,1:52:02,UTC,mathers,NfCp0lbGlcd_YPNZtKao6,JAR,mathers_JAR,Australia,1a78e6623d165c3ca16c470d6c50f83c,1.49.0 ,🙂 Satisfied,,,,,,,Much quicker which is great. ,
2024-06-05,3:29:26,UTC,williams,-,KHW,williams_KHW,Australia,7f24700d40b05628881d3726086513b2,1.44.0 ,😐 Neutral,Logon issues. Takes too long to load sometimes,,,,,,,
2024-06-05,3:32:40,UTC,mathers,jtcLze0jZBm6exJ_xH_H-,JBP,mathers_JBP,Australia,d95bd6a2de355ae9bf0c671ea98d8876,1.49.0 ,😐 Neutral,Slow loading ,,,,,,,
2024-06-05,8:05:38,UTC,clarks,EgOLl25KcjJ3OxN-lSS6R,3039,clarks_3039,United Kingdom,90979273bfb5509e87f4a0bf62588ebf,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-05,8:26:25,UTC,clarks,N0v1M8cmdH8P7UxB1pGeO,5555,clarks_5555,United Kingdom,8e6219107cae5132a40e4e975461889e,1.49.0 ,🙁 Unsatisfied,"Search filter options without names.

No differentiation between numerical Adults vs kids sizes.

Significant latency and freezing when searching .

No stock letter prefixes.

Orders do not show width size.

Possible to place an order with stock showing and then discover at payment step stock is in fact unavailable.

Order menu sometimes reverts to instore sale.

Suggestion - sort stock by date introduced?
",,,,,,,
2024-06-05,8:31:31,UTC,clarks,IWXM9yw5wxZam-5k_f5Va,594,clarks_594,United Kingdom,84a29b27eb9b59b398b8329f08df14eb,1.49.0 ,😐 Neutral,Often get stuck on a page and doesn't properly load ,,,,,,,
2024-06-05,8:37:13,UTC,clarks,jaLocvtNUxTldPWOkAUmA,3805,clarks_3805,United Kingdom,2be7462054765bbab467cd71907863f3,1.49.0 ,😐 Neutral,,,,,,,,
2024-06-05,9:22:17,UTC,clarks,BfNuelNBzXi_kEGyEdRrQ,2338,clarks_2338,United Kingdom,c8732c6b7c0e51428a195841e63d5d3b,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-05,9:57:48,UTC,clarks,ysivt9kPapptNZ3pEPdVZ,2346,clarks_2346,United Kingdom,c3f37979a78356aaa6b0346673a21ff5,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-05,10:53:55,UTC,clarks,UCzeH4_BZfUDXS9QSDjNU,1783,clarks_1783,United Kingdom,76702d6530af5b63ae8f0d0e21c1a7a4,1.49.0 ,😍 Very satisfied,,,,,,,,
2024-06-05,10:56:22,UTC,clarks,X1ITdWlpDkygd2Va4rDmx,1778,clarks_1778,United Kingdom,d40f1c01abf852ebadc3ff51519fabbc,1.49.0 ,🙁 Unsatisfied,The loading time is so slow,,,,,,,
2024-06-05,11:29:07,UTC,clarks,fiDo7zcPYURl09Ba-n1lx,2361,clarks_2361,United Kingdom,b1e1959434db5f40bafd543af9fb79d5,1.49.0 ,😐 Neutral,,,,,,,,
2024-06-05,12:08:44,UTC,clarks,UHBS_yzX0iHgcH6cS0niw,1746,clarks_1746,United Kingdom,40a0d2eb39dc5543b325ba5f49378494,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-05,12:31:30,UTC,clarks,obx-RDhuftZ-fzoYyds8c,5455,clarks_5455,United Kingdom,7b20baaa562b529b9fd87a43d1d4c442,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-05,12:47:33,UTC,clarks,Xrlx9OPWPHu08ojMHKJc8,3260,clarks_3260,United Kingdom,942c9397793054cbaa43a06982637fa1,1.49.0 ,😐 Neutral,"Slow, crashes a lot, complicated to use in terms of the filters for stocj",,,,,,,
2024-06-05,13:30:06,UTC,clarks,1IM8lr8B585ZAYU6iUg8I,1943,clarks_1943,United Kingdom,e516fa0c165558d1ad3493fe5e707a4b,1.49.0 ,😭 Very Unsatisfied,,,,,,,,
2024-06-05,13:48:14,UTC,clarks,VKUXYO0G6JPYUa34LbKkk,2552,clarks_2552,United Kingdom,d6eac28e3a7f54f0bb4024ecd44ecddd,1.49.0 ,🙁 Unsatisfied,It keeps logging me out after not using it for a short period of time. ,,,,,,,
2024-06-05,14:14:09,UTC,clarks,hl2w5Kdr4x7lAXl-5o3I8,A141,clarks_A141,United States,b6d38b93f97f5c7199efa97e3e45cbb6,1.49.0 ,🙁 Unsatisfied,The ap consistently crashes and has to be restarted when logging in. ,,,,,,,
2024-06-05,15:23:11,UTC,clarks,aHJJS2hcm-ezcQcZuli9h,2557,clarks_2557,United Kingdom,ee4bc657da835316aeb127f13f295580,1.49.0 ,🙂 Satisfied,,,,,,,Make it easier to look for groups of shoes in a specific size ,
2024-06-05,15:37:25,UTC,clarks,raJLFoHiv9G3QXUraa-1D,A806,clarks_A806,United States,caf738d205ce51fcb025c40f22ac1572,1.49.0 ,🙁 Unsatisfied,The screen freezing and endless loading less than great,,,,,,,
2024-06-05,15:58:30,UTC,clarks,6WDhfK0qZH_79VXw8wInC,3038,clarks_3038,United Kingdom,adda7b135e39561b87463babf751bb8e,1.49.0 ,😐 Neutral,Sometimes is slow when comes to print receipts ,,,,,,,
2024-06-05,17:27:08,UTC,clarks,u6zj6tg_c5jjCxKIQYytt,1778,clarks_1778,United Kingdom,50d0d447dc9b54e69d5b8629f7d2747b,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-05,18:30:57,UTC,clarks,mDk62JAeixvuROoLPr_wU,2103,clarks_2103,United Kingdom,f192bac2794453b5808ce3bc703beba4,1.49.0 ,😐 Neutral,,,,,,,,
2024-06-05,20:10:53,UTC,clarks,MHmBTxLU6pwVrlykmndQB,A895,clarks_A895,United States,e6a9eb6aee0c51ff8bc27c20ff0a8224,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-05,20:58:10,UTC,clarks,TvRfkOejSRe_q_UCgEhiW,A154,clarks_A154,United States,043db1c8dd97579f8019c66a47835cca,1.49.0 ,😐 Neutral,,,,,,,,
2024-06-05,22:46:54,UTC,clarks,frV-7t7w1A7JfVIdErAjE,A814,clarks_A814,United States,2c9675119118514cae54aceb43832ce2,1.49.0 ,😍 Very satisfied,,,,,,,,
2024-06-05,23:39:28,UTC,midas,a32wq-JcjnCdFQsLAEEAI,OBI,midas_OBI,Australia,2b737dbbece3586db8dd542312f09c6b,1.49.0 ,🙂 Satisfied,,,,,,,"It would be great if we had the option to bin promos or discounts or overwrite things and prices inside a sale, it definately impacts our sales not being able to correct things like this especially if we are doing a retrun or excahange",
2024-06-05,23:58:22,UTC,midas,vt81Rhu006SA1JpVel9gO,OAZ,midas_OAZ,Australia,8a56c56532d45da989d4d4a12039e5ca,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-05,23:59:11,UTC,williams,GZSOcPJmgnWBc8jqE8ZPG,KAP,williams_KAP,Australia,540139f43af65e7ab93832dd58a73fb5,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-06,1:18:16,UTC,williams,HXIStt9tfaG9kL-5xfuDn,KBH,williams_KBH,Australia,bea9cb2847e758ecba4a4b162378e179,1.49.0 ,🙁 Unsatisfied,Not loading properly and failing to put through sales om ipad. ,,,,,,,
2024-06-06,3:38:50,UTC,williams,4bHEhu0fvlyba7UpXh23I,KEL,williams_KEL,Australia,0e28cf1a773f5b5eb1324154a5b75c1a,1.49.0 ,🙂 Satisfied,,,,,,,100% happy with the app the only fault would be the connection to the hang tag printer which can be frustrating at times when it doesnt register for hours even though it shows its okay,
2024-06-06,4:52:14,UTC,mathers,MyucAQZdiK7tJfmPQMS0f,JAR,mathers_JAR,Australia,93a0987b66fe5db5a89446ab478cfb09,1.49.0 ,😍 Very satisfied,,,,,,,,
2024-06-06,5:56:40,UTC,williams,yNSf0CWpLcSJxmyn59K1v,KBD,williams_KBD,Australia,8983af1b7bbc5f23bc0249cdc67da039,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-06,6:40:30,UTC,williams,fJxaamzuwycb6XLeDwX07,KHD,williams_KHD,Australia,f0d7cbdb36f85da8b7351ee47ffc2350,1.49.0 ,😐 Neutral,,,,,,,,
2024-06-06,7:31:44,UTC,williams,S2hxm8iA0T3usTeI2TGm7,KHT,williams_KHT,Australia,9f10c4c819a952c2a224120bd7ff2faf,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-06,8:19:45,UTC,clarks,KGr0tzMgZM7fsx9WGbCqM,3009,clarks_3009,United Kingdom,11dfadd0e4bd55dc93134997b5539aea,1.49.0 ,🙂 Satisfied,,,,,,,,
2024-06-06,8:22:21,UTC,clarks,zgR95rUTWD_Nd02kSiOgA,2513,clarks_2513,United Kingdom,ab90f7a253465b6cb58e4778f4e21112,1.49.0 ,🙁 Unsatisfied,"The app is okay but not always practical for use instore. It would benefit greatly from a search function when processing orders, better filtering options in the catalogue (being able to sort by sale stock or include multiple sizes in a search would be tremendously useful), an automated cash counting system - perhaps similar to our old one, where we input the amount of each tender we have and it totals them automatically",,,,,,,
2024-06-06,8:41:02,UTC,clarks,fItQX0yFYaJf-LoovGzDB,5098,clarks_5098,United Kingdom,2de9c26de50b5be19717dc0c83bb82b5,1.49.0 ,😐 Neutral,,,,,,,,
2024-06-06,8:55:41,UTC,clarks,GAnC4jvGEtnVhzSJAeztn,1784,clarks_1784,United Kingdom,2e20a6dc51d253c8a0b7fb80f8b0554e,1.49.0 ,😭 Very Unsatisfied,,,,,,,,
2024-06-06,9:12:23,UTC,clarks,i0zc3G1tb5dP4EgGNt5Nm,5470,clarks_5470,United Kingdom,93b8b63e1be65e1e80739829f0dc3c6a,1.49.0 ,😐 Neutral,,,,,,,,
